t1_win_rate,t1_recent_win_rate,t1_titles,t1_toss_win_rate,t1_toss2win_rate,t1_seasons,t2_win_rate,t2_recent_win_rate,t2_titles,t2_toss_win_rate,t2_toss2win_rate,t2_seasons,toss_winner_is_t1,team1_wins,team1,team2,season
0.5152,0.5909,2.0,0.5227,0.5507,8.0,0.5714,0.5333,2.0,0.5286,0.5541,8.0,0,0,Kolkata Knight Riders,Mumbai Indians,2017
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Mumbai Indians,Chennai Super Kings,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,0,Delhi Daredevils,Kings XI Punjab,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,0,0,Rajasthan Royals,Sunrisers Hyderabad,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Kolkata Knight Riders,Chennai Super Kings,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.4218,0.4286,0.0,0.4898,0.4583,9.0,0,1,Rajasthan Royals,Delhi Daredevils,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,0,0,Mumbai Indians,Sunrisers Hyderabad,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,0,Kings XI Punjab,Royal Challengers Bangalore,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.4218,0.4286,0.0,0.4898,0.4583,9.0,0,0,Mumbai Indians,Delhi Daredevils,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,1,Rajasthan Royals,Royal Challengers Bangalore,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,1,Kings XI Punjab,Chennai Super Kings,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.4218,0.4286,0.0,0.4898,0.4583,9.0,0,1,Kolkata Knight Riders,Delhi Daredevils,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,1,Mumbai Indians,Royal Challengers Bangalore,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,0,Rajasthan Royals,Kolkata Knight Riders,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,1,1,Kings XI Punjab,Sunrisers Hyderabad,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,0,1,Chennai Super Kings,Rajasthan Royals,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,0,Kolkata Knight Riders,Kings XI Punjab,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,0,Delhi Daredevils,Royal Challengers Bangalore,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,0,1,Chennai Super Kings,Sunrisers Hyderabad,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,1,0,Mumbai Indians,Rajasthan Royals,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.4218,0.4286,0.0,0.4898,0.4583,9.0,0,1,Kings XI Punjab,Delhi Daredevils,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.5796,0.5957,3.0,0.5414,0.5647,9.0,0,1,Sunrisers Hyderabad,Mumbai Indians,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Royal Challengers Bangalore,Chennai Super Kings,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,1,Sunrisers Hyderabad,Kings XI Punjab,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,1,Delhi Daredevils,Kolkata Knight Riders,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.5796,0.5957,3.0,0.5414,0.5647,9.0,0,0,Chennai Super Kings,Mumbai Indians,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,1,1,Sunrisers Hyderabad,Rajasthan Royals,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.4218,0.4286,0.0,0.4898,0.4583,9.0,0,1,Chennai Super Kings,Delhi Daredevils,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.5796,0.5957,3.0,0.5414,0.5647,9.0,0,1,Royal Challengers Bangalore,Mumbai Indians,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,0,1,Delhi Daredevils,Rajasthan Royals,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,0,Chennai Super Kings,Kolkata Knight Riders,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.5796,0.5957,3.0,0.5414,0.5647,9.0,0,0,Kings XI Punjab,Mumbai Indians,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Royal Challengers Bangalore,Chennai Super Kings,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,1,0,Delhi Daredevils,Sunrisers Hyderabad,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,1,Mumbai Indians,Kolkata Knight Riders,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,0,Rajasthan Royals,Kings XI Punjab,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,1,1,Rajasthan Royals,Kings XI Punjab,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,1,Mumbai Indians,Kolkata Knight Riders,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,1,0,Delhi Daredevils,Sunrisers Hyderabad,2018
0.6031,0.5882,2.0,0.5038,0.6364,7.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,1,0,Chennai Super Kings,Rajasthan Royals,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,1,Kolkata Knight Riders,Kings XI Punjab,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,0,Delhi Daredevils,Royal Challengers Bangalore,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,0,0,Mumbai Indians,Rajasthan Royals,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,0,0,Kings XI Punjab,Royal Challengers Bangalore,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,0,Rajasthan Royals,Kolkata Knight Riders,2018
0.5796,0.5957,3.0,0.5414,0.5647,9.0,0.4595,0.3095,0.0,0.4595,0.3971,9.0,0,1,Mumbai Indians,Kings XI Punjab,2018
0.4737,0.4444,0.0,0.4605,0.4857,9.0,0.5395,0.5778,1.0,0.4605,0.4857,5.0,0,1,Royal Challengers Bangalore,Sunrisers Hyderabad,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,1,Delhi Daredevils,Chennai Super Kings,2018
0.5169,0.5,1.0,0.5339,0.5238,7.0,0.4737,0.4444,0.0,0.4605,0.4857,9.0,1,1,Rajasthan Royals,Royal Challengers Bangalore,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,1,0,Sunrisers Hyderabad,Kolkata Knight Riders,2018
0.4218,0.4286,0.0,0.4898,0.4583,9.0,0.5796,0.5957,3.0,0.5414,0.5647,9.0,1,1,Delhi Daredevils,Mumbai Indians,2018
0.4595,0.3095,0.0,0.4595,0.3971,9.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Kings XI Punjab,Chennai Super Kings,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,2018
0.5203,0.5455,2.0,0.527,0.5641,9.0,0.5169,0.5,1.0,0.5339,0.5238,7.0,0,1,Kolkata Knight Riders,Rajasthan Royals,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.5203,0.5455,2.0,0.527,0.5641,9.0,0,1,Sunrisers Hyderabad,Kolkata Knight Riders,2018
0.5395,0.5778,1.0,0.4605,0.4857,5.0,0.6031,0.5882,2.0,0.5038,0.6364,7.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,2018
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,0,Royal Challengers Bangalore,Chennai Super Kings,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.5244,0.5532,2.0,0.5305,0.5632,10.0,0,0,Sunrisers Hyderabad,Kolkata Knight Riders,2019
0.4568,0.4048,0.0,0.463,0.4133,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,1,Kings XI Punjab,Rajasthan Royals,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,1,Kolkata Knight Riders,Kings XI Punjab,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.4699,0.4186,0.0,0.4639,0.4935,10.0,0,1,Mumbai Indians,Royal Challengers Bangalore,2019
0.5113,0.4667,1.0,0.5188,0.5217,8.0,0.5484,0.6042,1.0,0.4516,0.5,6.0,1,0,Rajasthan Royals,Sunrisers Hyderabad,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,0,Mumbai Indians,Kings XI Punjab,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.4699,0.4186,0.0,0.4639,0.4935,10.0,0,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2019
0.6122,0.6875,3.0,0.5238,0.6494,8.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,1,Chennai Super Kings,Rajasthan Royals,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Royal Challengers Bangalore,Rajasthan Royals,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,1,Mumbai Indians,Chennai Super Kings,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.5244,0.5532,2.0,0.5305,0.5632,10.0,0,0,Royal Challengers Bangalore,Kolkata Knight Riders,2019
0.6122,0.6875,3.0,0.5238,0.6494,8.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,1,1,Chennai Super Kings,Kings XI Punjab,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.5484,0.6042,1.0,0.4516,0.5,6.0,0,1,Mumbai Indians,Sunrisers Hyderabad,2019
0.5113,0.4667,1.0,0.5188,0.5217,8.0,0.5244,0.5532,2.0,0.5305,0.5632,10.0,0,0,Rajasthan Royals,Kolkata Knight Riders,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,0,Sunrisers Hyderabad,Kings XI Punjab,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,0,Kolkata Knight Riders,Chennai Super Kings,2019
0.4568,0.4048,0.0,0.463,0.4133,10.0,0.5673,0.5333,3.0,0.5263,0.5556,10.0,0,0,Kings XI Punjab,Mumbai Indians,2019
0.5113,0.4667,1.0,0.5188,0.5217,8.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,0,Rajasthan Royals,Chennai Super Kings,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Mumbai Indians,Rajasthan Royals,2019
0.4568,0.4048,0.0,0.463,0.4133,10.0,0.4699,0.4186,0.0,0.4639,0.4935,10.0,0,0,Kings XI Punjab,Royal Challengers Bangalore,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,0,Kolkata Knight Riders,Chennai Super Kings,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.5673,0.5333,3.0,0.5263,0.5556,10.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2019
0.4568,0.4048,0.0,0.463,0.4133,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,1,Kings XI Punjab,Rajasthan Royals,2019
0.6122,0.6875,3.0,0.5238,0.6494,8.0,0.5484,0.6042,1.0,0.4516,0.5,6.0,1,0,Chennai Super Kings,Sunrisers Hyderabad,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.5244,0.5532,2.0,0.5305,0.5632,10.0,0,1,Royal Challengers Bangalore,Kolkata Knight Riders,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Mumbai Indians,Rajasthan Royals,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.5484,0.6042,1.0,0.4516,0.5,6.0,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,1,Royal Challengers Bangalore,Chennai Super Kings,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,1,Royal Challengers Bangalore,Kings XI Punjab,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Kolkata Knight Riders,Rajasthan Royals,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,0,1,Mumbai Indians,Chennai Super Kings,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Sunrisers Hyderabad,Rajasthan Royals,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.5673,0.5333,3.0,0.5263,0.5556,10.0,0,1,Kolkata Knight Riders,Mumbai Indians,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,1,Sunrisers Hyderabad,Kings XI Punjab,2019
0.4699,0.4186,0.0,0.4639,0.4935,10.0,0.5113,0.4667,1.0,0.5188,0.5217,8.0,0,0,Royal Challengers Bangalore,Rajasthan Royals,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.5484,0.6042,1.0,0.4516,0.5,6.0,1,0,Mumbai Indians,Sunrisers Hyderabad,2019
0.4568,0.4048,0.0,0.463,0.4133,10.0,0.5244,0.5532,2.0,0.5305,0.5632,10.0,0,0,Kings XI Punjab,Kolkata Knight Riders,2019
0.5484,0.6042,1.0,0.4516,0.5,6.0,0.4699,0.4186,0.0,0.4639,0.4935,10.0,0,0,Sunrisers Hyderabad,Royal Challengers Bangalore,2019
0.6122,0.6875,3.0,0.5238,0.6494,8.0,0.4568,0.4048,0.0,0.463,0.4133,10.0,0,0,Chennai Super Kings,Kings XI Punjab,2019
0.5244,0.5532,2.0,0.5305,0.5632,10.0,0.5673,0.5333,3.0,0.5263,0.5556,10.0,0,0,Kolkata Knight Riders,Mumbai Indians,2019
0.6122,0.6875,3.0,0.5238,0.6494,8.0,0.5673,0.5333,3.0,0.5263,0.5556,10.0,1,0,Chennai Super Kings,Mumbai Indians,2019
0.5673,0.5333,3.0,0.5263,0.5556,10.0,0.6122,0.6875,3.0,0.5238,0.6494,8.0,1,1,Mumbai Indians,Chennai Super Kings,2019
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,0,0,Mumbai Indians,Chennai Super Kings,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,0,0,Delhi Capitals,Kings XI Punjab,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.4611,0.3415,0.0,0.45,0.4938,11.0,1,0,Kolkata Knight Riders,Royal Challengers Bangalore,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,0,Mumbai Indians,Sunrisers Hyderabad,2020
0.4966,0.4138,1.0,0.5442,0.5125,9.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,0,1,Rajasthan Royals,Chennai Super Kings,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.5625,0.5625,0.0,0.625,0.6,1.0,0,1,Kolkata Knight Riders,Delhi Capitals,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,1,Kings XI Punjab,Sunrisers Hyderabad,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,0,1,Delhi Capitals,Rajasthan Royals,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,1,1,Kolkata Knight Riders,Chennai Super Kings,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,0,Royal Challengers Bangalore,Sunrisers Hyderabad,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,0,1,Mumbai Indians,Kings XI Punjab,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,0,1,Kolkata Knight Riders,Rajasthan Royals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5625,0.5625,0.0,0.625,0.6,1.0,0,0,Royal Challengers Bangalore,Delhi Capitals,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,0,0,Kings XI Punjab,Chennai Super Kings,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,1,0,Sunrisers Hyderabad,Rajasthan Royals,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.5169,0.5217,2.0,0.5169,0.5761,11.0,0,1,Mumbai Indians,Kolkata Knight Riders,2020
0.6098,0.6364,3.0,0.5427,0.6404,9.0,0.5625,0.5625,0.0,0.625,0.6,1.0,1,0,Chennai Super Kings,Delhi Capitals,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.4611,0.3415,0.0,0.45,0.4938,11.0,0,1,Kings XI Punjab,Royal Challengers Bangalore,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,1,1,Mumbai Indians,Rajasthan Royals,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,1,0,Kings XI Punjab,Chennai Super Kings,2020
0.4966,0.4138,1.0,0.5442,0.5125,9.0,0.4611,0.3415,0.0,0.45,0.4938,11.0,1,0,Rajasthan Royals,Royal Challengers Bangalore,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.5169,0.5217,2.0,0.5169,0.5761,11.0,0,1,Delhi Capitals,Kolkata Knight Riders,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,1,1,Sunrisers Hyderabad,Chennai Super Kings,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,1,0,Mumbai Indians,Kings XI Punjab,2020
0.4966,0.4138,1.0,0.5442,0.5125,9.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,0,Rajasthan Royals,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.4611,0.3415,0.0,0.45,0.4938,11.0,0,1,Delhi Capitals,Royal Challengers Bangalore,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,0,0,Kolkata Knight Riders,Kings XI Punjab,2020
0.6098,0.6364,3.0,0.5427,0.6404,9.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,0,0,Chennai Super Kings,Mumbai Indians,2020
0.4966,0.4138,1.0,0.5442,0.5125,9.0,0.4611,0.3415,0.0,0.45,0.4938,11.0,1,0,Rajasthan Royals,Royal Challengers Bangalore,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,1,1,Kolkata Knight Riders,Kings XI Punjab,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.5625,0.5625,0.0,0.625,0.6,1.0,0,1,Sunrisers Hyderabad,Delhi Capitals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,1,1,Royal Challengers Bangalore,Chennai Super Kings,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,1,0,Kolkata Knight Riders,Mumbai Indians,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,0,0,Kings XI Punjab,Rajasthan Royals,2020
0.6098,0.6364,3.0,0.5427,0.6404,9.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,1,1,Chennai Super Kings,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,1,0,Delhi Capitals,Mumbai Indians,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,0,1,Kolkata Knight Riders,Rajasthan Royals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,1,0,Royal Challengers Bangalore,Kings XI Punjab,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.5625,0.5625,0.0,0.625,0.6,1.0,0,1,Sunrisers Hyderabad,Delhi Capitals,2020
0.6098,0.6364,3.0,0.5427,0.6404,9.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,1,0,Chennai Super Kings,Rajasthan Royals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,1,Royal Challengers Bangalore,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,0,0,Delhi Capitals,Mumbai Indians,2020
0.5169,0.5217,2.0,0.5169,0.5761,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,0,0,Kolkata Knight Riders,Chennai Super Kings,2020
0.4545,0.4524,0.0,0.4602,0.4198,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,0,0,Kings XI Punjab,Rajasthan Royals,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,1,1,Mumbai Indians,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,0,1,Delhi Capitals,Chennai Super Kings,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5169,0.5217,2.0,0.5169,0.5761,11.0,1,1,Royal Challengers Bangalore,Kolkata Knight Riders,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,1,0,Mumbai Indians,Rajasthan Royals,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,1,1,Sunrisers Hyderabad,Kings XI Punjab,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.4966,0.4138,1.0,0.5442,0.5125,9.0,1,1,Delhi Capitals,Rajasthan Royals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.6098,0.6364,3.0,0.5427,0.6404,9.0,1,0,Royal Challengers Bangalore,Chennai Super Kings,2020
0.5278,0.5217,1.0,0.4259,0.5,7.0,0.5169,0.5217,2.0,0.5169,0.5761,11.0,1,0,Sunrisers Hyderabad,Kolkata Knight Riders,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.4545,0.4524,0.0,0.4602,0.4198,11.0,1,0,Delhi Capitals,Kings XI Punjab,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,0,0,Royal Challengers Bangalore,Mumbai Indians,2020
0.5722,0.5745,4.0,0.5241,0.5612,11.0,0.5625,0.5625,0.0,0.625,0.6,1.0,0,1,Mumbai Indians,Delhi Capitals,2020
0.4611,0.3415,0.0,0.45,0.4938,11.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,0,0,Royal Challengers Bangalore,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.5278,0.5217,1.0,0.4259,0.5,7.0,1,1,Delhi Capitals,Sunrisers Hyderabad,2020
0.5625,0.5625,0.0,0.625,0.6,1.0,0.5722,0.5745,4.0,0.5241,0.5612,11.0,1,0,Delhi Capitals,Mumbai Indians,2020
